Date,High,Low,Open,Close,Volume,Adj Close
2021-06-25,6.949999809265137,6.699999809265137,6.849999904632568,6.800000190734863,3728800.0,6.552083492279053
2021-06-28,7.150000095367432,6.699999809265137,6.699999809265137,7.150000095367432,5590900.0,6.8893232345581055
2021-06-29,7.199999809265137,7.050000190734863,7.150000095367432,7.050000190734863,3313800.0,6.792969226837158
2021-06-30,7.449999809265137,7.050000190734863,7.099999904632568,7.400000095367432,18141900.0,7.130208492279053
2021-07-01,7.449999809265137,7.150000095367432,7.349999904632568,7.199999809265137,9735900.0,6.9375
2021-07-02,7.300000190734863,6.75,7.199999809265137,6.800000190734863,16328700.0,6.552083492279053
2021-07-05,6.900000095367432,6.699999809265137,6.849999904632568,6.75,2991300.0,6.50390625
2021-07-06,6.900000095367432,6.75,6.75,6.849999904632568,3155600.0,6.600260257720947
2021-07-07,6.849999904632568,6.699999809265137,6.800000190734863,6.75,3762300.0,6.50390625
2021-07-08,6.800000190734863,6.349999904632568,6.650000095367432,6.449999809265137,9052300.0,6.21484375
2021-07-09,6.5,6.25,6.300000190734863,6.5,2880400.0,6.263020992279053
2021-07-12,6.599999904632568,6.400000095367432,6.599999904632568,6.449999809265137,2621100.0,6.21484375
2021-07-13,6.949999809265137,6.550000190734863,6.550000190734863,6.949999809265137,8074600.0,6.6966142654418945
2021-07-14,7.199999809265137,6.800000190734863,6.900000095367432,7.050000190734863,17459000.0,6.792969226837158
2021-07-15,7.300000190734863,7.050000190734863,7.199999809265137,7.150000095367432,11653800.0,6.8893232345581055
2021-07-16,7.25,7.050000190734863,7.25,7.050000190734863,8117000.0,6.792969226837158
2021-07-19,7.099999904632568,6.75,6.800000190734863,6.949999809265137,4806400.0,6.6966142654418945
2021-07-20,7.25,6.849999904632568,7.0,6.900000095367432,18964000.0,6.6484375
2021-07-21,7.050000190734863,6.900000095367432,6.949999809265137,7.0,4465200.0,6.7447919845581055
2021-07-22,7.699999809265137,7.0,7.050000190734863,7.650000095367432,53934500.0,7.371094226837158
2021-07-23,7.900000095367432,7.349999904632568,7.5,7.550000190734863,59925200.0,7.274739742279053
2021-07-27,7.800000190734863,7.400000095367432,7.650000095367432,7.75,27708300.0,7.467447757720947
2021-07-29,8.0,7.5,7.849999904632568,7.5,26076300.0,7.2265625
2021-07-30,7.650000095367432,7.099999904632568,7.599999904632568,7.25,15893200.0,6.985677242279053
2021-08-02,7.650000095367432,7.150000095367432,7.300000190734863,7.650000095367432,19903200.0,7.371094226837158
2021-08-03,8.5,7.599999904632568,7.599999904632568,8.5,92818000.0,8.190104484558105
2021-08-04,9.25,8.449999809265137,8.600000381469727,9.25,69736200.0,8.912760734558105
2021-08-05,9.300000190734863,8.850000381469727,9.100000381469727,9.050000190734863,28737800.0,8.720052719116211
2021-08-06,10.199999809265137,9.100000381469727,9.199999809265137,9.550000190734863,81317000.0,9.201823234558105
2021-08-09,9.550000190734863,8.850000381469727,9.399999618530273,8.899999618530273,47264400.0,8.575520515441895
2021-08-10,9.050000190734863,8.399999618530273,9.050000190734863,8.5,29831300.0,8.190104484558105
2021-08-11,8.699999809265137,7.650000095367432,8.600000381469727,7.650000095367432,36055800.0,7.371094226837158
2021-08-13,7.599999904632568,6.900000095367432,7.550000190734863,7.0,30097500.0,6.7447919845581055
2021-08-16,7.199999809265137,6.550000190734863,7.0,7.150000095367432,25005800.0,6.8893232345581055
2021-08-17,7.550000190734863,7.050000190734863,7.099999904632568,7.550000190734863,21205400.0,7.274739742279053
2021-08-18,7.599999904632568,7.349999904632568,7.449999809265137,7.449999809265137,17207600.0,7.178385257720947
2021-08-19,7.699999809265137,7.400000095367432,7.449999809265137,7.5,18249400.0,7.2265625
2021-08-20,7.650000095367432,7.349999904632568,7.5,7.349999904632568,13938300.0,7.177734375
2021-08-23,7.449999809265137,7.199999809265137,7.449999809265137,7.199999809265137,6034800.0,7.03125
2021-08-24,7.400000095367432,7.150000095367432,7.25,7.25,12643400.0,7.080078125
2021-08-25,7.349999904632568,7.099999904632568,7.349999904632568,7.199999809265137,8125300.0,7.03125
2021-08-26,7.349999904632568,7.150000095367432,7.199999809265137,7.300000190734863,5410100.0,7.12890625
2021-08-27,7.449999809265137,7.25,7.349999904632568,7.300000190734863,5145100.0,7.12890625
2021-08-30,7.449999809265137,7.199999809265137,7.349999904632568,7.300000190734863,5769500.0,7.12890625
2021-08-31,7.349999904632568,7.199999809265137,7.300000190734863,7.199999809265137,3831200.0,7.03125
2021-09-01,7.25,7.099999904632568,7.199999809265137,7.150000095367432,3406600.0,6.982421875
2021-09-02,7.199999809265137,7.050000190734863,7.150000095367432,7.050000190734863,6984600.0,6.884765625
2021-09-03,7.400000095367432,7.099999904632568,7.150000095367432,7.349999904632568,9865800.0,7.177734375
2021-09-06,7.849999904632568,7.349999904632568,7.400000095367432,7.800000190734863,26727800.0,7.6171875
2021-09-07,8.25,7.699999809265137,8.0,7.699999809265137,51425100.0,7.51953125
2021-09-08,7.949999809265137,7.699999809265137,7.699999809265137,7.800000190734863,9429500.0,7.6171875
2021-09-09,8.199999809265137,7.849999904632568,8.0,7.849999904632568,23683400.0,7.666015625
2021-09-10,8.0,7.75,8.0,7.75,9016900.0,7.568359375
2021-09-13,7.800000190734863,7.5,7.75,7.550000190734863,8022300.0,7.373046875
2021-09-14,7.650000095367432,7.550000190734863,7.599999904632568,7.550000190734863,3223100.0,7.373046875
2021-09-15,7.849999904632568,7.550000190734863,7.550000190734863,7.800000190734863,5504700.0,7.6171875
2021-09-16,7.75,7.599999904632568,7.75,7.650000095367432,2899900.0,7.470703125
2021-09-17,7.75,7.599999904632568,7.75,7.650000095367432,3033600.0,7.470703125
2021-09-20,7.75,7.5,7.650000095367432,7.5,5456700.0,7.32421875
2021-09-21,7.599999904632568,7.25,7.550000190734863,7.550000190734863,6741200.0,7.373046875
2021-09-22,7.650000095367432,7.449999809265137,7.599999904632568,7.5,7056300.0,7.32421875
